cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,key_resp_3.started,key_resp_6.started,choice_pain.stopped,Choice.stopped,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,0,12,3,,,,,,,,5,438.0657097999938,443.0710446999874,443.0712056600081,0.3018395999679342,443.51643830002286,443.51643830002286,m,1.8543532000039704,448.1504003999871,448.1504003999871,81,2.726,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,1,13,0,,,,,,,,4.8,448.1504003999871,452.9537816999946,452.9538473599881,0.30508439999539405,453.3980222999817,453.3980222999817,m,1.2490528000053018,457.61245319998125,457.61245319998125,84,2.901,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,2,14,7,,,,,,,,3.5,457.61245319998125,461.11452150001423,461.11449435999964,0.3052296999958344,461.55877339997096,461.55877339997096,n,0.6707191999885254,464.308625900012,464.308625900012,10,2.019,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,3,15,8,,,,,,,,4.8,464.308625900012,469.10887310002,469.1088249600201,0.30488700000569224,469.5527559000184,469.5527559000184,n,1.0948573999921791,474.2969179999782,474.2969179999782,12,3.594,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,4,16,10,,,,,,,,3.6,474.2969179999782,477.9012212000089,477.90128906001917,0.3050416000187397,478.34543320001103,478.34543320001103,n,0.7752041000057943,482.2563289999962,482.2563289999962,13,3.074,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,5,17,5,,,,,,,,4.7,482.2563289999962,486.95793460001005,486.95800445997736,0.3050376999890432,487.40248069999507,487.40248069999507,n,2.3967845999868587,492.03821969998535,492.03821969998535,13,2.156,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,6,18,4,,,,,,,,3.7,492.03821969998535,495.7436673999764,495.7436974599899,0.30552480003098026,496.1918646999984,496.1918646999984,m,0.9653823000262491,500.3793475999846,500.3793475999846,83,3.156,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,7,19,2,,,,,,,,3.8,500.3793475999846,504.18222369998693,504.18221906002725,0.3049812000244856,504.6263815999846,504.6263815999846,m,0.8097124000196345,507.14020239998354,507.14020239998354,84,1.636,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,8,20,9,,,,,,,,4.2,507.14020239998354,511.3433606000035,511.3432706599764,0.29909879999468103,511.7857560000266,511.7857560000266,n,1.0139095999766141,514.0453555000131,514.0453555000131,10,1.179,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,9,21,1,,,,,,,,4.8,514.0453555000131,518.8506354999845,518.8508322599868,0.2991957000340335,519.2890468999976,519.2890468999976,m,0.789145799994003,523.1058197999955,523.1058197999955,85,2.976,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,10,22,11,,,,,,,,5,523.1058197999955,528.108783099975,528.1087869600218,0.3050145000452176,528.5534243999864,528.5534243999864,m,0.7688875999883749,531.2567087999778,531.2567087999778,87,1.865,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,11,23,6,,,,,,,,4.5,531.2567087999778,535.7624729999807,535.762662259984,0.30527920002350584,536.2073490999755,536.2073490999755,n,0.7597446999861859,539.8389103999943,539.8389103999943,11,2.817,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,0,24,10,,,,,,,,3.5,539.8389103999943,543.3399510000017,543.3399567600048,0.30491690000053495,543.7878622999997,543.7878622999997,n,0.9082102000247687,546.9173930999823,546.9173930999823,8,2.124,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,1,25,5,,,,,,,,3.6,546.9173930999823,550.521646499983,550.5217540600046,0.3009813000098802,550.9659065000014,550.9659065000014,n,0.7074824000010267,553.6472370999982,553.6472370999982,9,1.914,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,2,26,7,,,,,,,,3.4,553.6472370999982,557.0499011999927,557.04987956002,0.3050158999976702,557.4940255000256,557.4940255000256,n,1.2032438999740407,561.7989318000036,561.7989318000036,11,3.018,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,3,27,1,,,,,,,,4.4,561.7989318000036,566.2036127999891,566.2035778599733,0.305246299947612,566.647766500013,566.647766500013,m,0.7944473999668844,570.7169564000214,570.7169564000214,85,3.192,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,4,28,6,,,,,,,,4.8,570.7169564000214,575.5175805999897,575.51759626001,0.30486720002954826,575.9615327999927,575.9615327999927,n,0.7869576000375673,580.2712986000115,580.2712986000115,11,3.462,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,5,29,8,,,,,,,,3.8,580.2712986000115,584.0737919000094,584.0739553599909,0.3050268999650143,584.5180411000038,584.5180411000038,n,0.6471588999847881,588.6466915999772,588.6466915999772,11,3.399,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,6,30,0,,,,,,,,4.1,588.6466915999772,592.7484790000017,592.7487038599851,0.3051816000370309,593.19545379997,593.19545379997,m,0.8883094999473542,597.6760770999826,597.6760770999826,86,3.532,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,7,31,3,,,,,,,,4.9,597.6760770999826,602.5760437999852,602.5760754600109,0.3051945999613963,603.0202228999697,603.0202228999697,m,1.0120342999580316,609.8219451999757,609.8219451999757,84,5.735,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,8,32,2,,,,,,,,4.1,609.8219451999757,613.9246302000247,613.9246901599748,0.305000199994538,614.3688936000108,614.3688936000108,m,0.8575364999705926,617.5887532000197,617.5887532000197,85,2.295,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,9,33,11,,,,,,,,3.9,617.5887532000197,621.4881202999968,621.48810815998,0.3050220999866724,621.9325025000144,621.9325025000144,m,0.8977726000011899,626.6192473000265,626.6192473000265,86,3.711,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,10,34,9,,,,,,,,3.7,626.6192473000265,630.3229438000126,630.3230431599717,0.30490079999435693,630.7705190000124,630.7705190000124,n,0.9106968999840319,632.7229211999802,632.7229211999802,10,0.976,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,11,35,4,,,,,,,,5,632.7229211999802,637.7265789000085,637.7267122599936,0.3048955000122078,638.1743836000096,638.1743836000096,m,0.7382783999782987,640.619334899995,640.619334899995,86,1.645,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,0,36,0,,,,,,,,4.7,640.619334899995,645.3246962999692,645.324831160024,0.3047664000187069,645.768511799979,645.768511799979,m,1.6322237999993376,651.2454527000082,651.2454527000082,87,3.795,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,1,37,2,,,,,,,,4.5,651.2454527000082,655.7495263000019,655.7497930600133,0.3051285000401549,656.1985350999748,656.1985350999748,m,0.5529131999937817,657.8632425999967,657.8632425999967,90,1.031,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,2,38,10,,,,,,,,3,657.8632425999967,660.8685214999714,660.8680801600043,0.3055263999849558,661.3173453999916,661.3173453999916,n,0.8119729000027291,663.5517199999886,663.5517199999886,12,1.366,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,3,39,5,,,,,,,,5,663.5517199999886,668.556664099975,668.5564131600025,0.3051858000108041,669.0009446999757,669.0009446999757,n,1.7854794999584556,673.7808425999829,673.7808425999829,10,2.927,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,4,40,8,,,,,,,,4.1,673.7808425999829,677.883720199985,677.8836541600234,0.30551450001075864,678.3279766999767,678.3279766999767,n,0.8320560000138357,680.7825804000022,680.7825804000022,10,1.545,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,5,41,11,,,,,,,,4.3,680.7825804000022,685.0860695000156,685.0861027599952,0.30519800004549325,685.5302075999789,685.5302075999789,m,0.6747902000206523,687.5571137000225,687.5571137000225,84,1.281,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,6,42,7,,,,,,,,3,687.5571137000225,690.5593369000126,690.5593117600132,0.305231099948287,691.0103557999828,691.0103557999828,n,0.6485220000031404,693.5823931000195,693.5823931000195,12,1.852,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,7,43,4,,,,,,,,3.8,693.5823931000195,697.3862414999749,697.3861329599807,0.30546140001388267,697.8304134000209,697.8304134000209,m,0.6557908999966457,699.8956240999978,699.8956240999978,84,1.344,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,8,44,1,,,,,,,,5,699.8956240999978,704.9029567000107,704.9014741599734,0.30466949997935444,705.3451596000232,705.3451596000232,m,0.9317245000274852,708.0774591999943,708.0774591999943,84,1.733,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,9,45,3,,,,,,,,4.5,708.0774591999943,712.5824003000162,712.5824782599869,0.3051367999869399,713.0268254000111,713.0268254000111,m,0.7139097999897785,715.0463257000083,715.0463257000083,83,1.226,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,10,46,9,,,,,,,,4.7,715.0463257000083,719.7499468000024,719.7500685600156,0.3049993999884464,720.1941588000045,720.1941588000045,n,0.6168406999786384,724.1068307000096,724.1068307000096,8,3.234,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,11,47,6,,,,,,,,3.9,724.1068307000096,728.0079041999998,728.0079200600215,0.30504290002863854,728.4524109999766,728.4524109999766,n,1.3197241999441758,732.3687347000232,732.3687347000232,9,2.542,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,0,0,0,,,,,,,,3.3,732.3687347000232,735.6690251000109,735.6690417599806,0.30486409994773567,736.1131978000049,736.1131978000049,n,0.9229319000151008,739.5774954999797,739.5774954999797,9,2.476,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,1,1,3,,,,,,,,4.2,739.5774954999797,743.7806536999997,743.7808537600271,0.3016615000087768,744.2252909999806,744.2252909999806,m,0.76842310000211,747.8881239999901,747.8881239999901,85,2.83,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,2,2,1,,,,,,,,3.4,747.8881239999901,751.2887223999714,751.2886864600063,0.2993438999983482,751.7278426999692,751.7278426999692,m,0.9812937999959104,755.9903659999836,755.9903659999836,90,3.213,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,3,3,2,,,,,,,,4.7,755.9903659999836,760.6920528999763,760.6924367600062,0.30509380000876263,761.1367776999832,761.1367776999832,n,0.5760996000026353,763.9984421000117,763.9984421000117,5,2.218,,,,,sub-060,55,90,700,bloc_loop.csv,2023-10-19_09h26.37.210,PainUncertainty,2022.2.5,143.8430844133359,
