cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,8,20,7,,,,,,,,4.4,686.7000124999904,691.101404400004,691.1014397499952,0.30490210000425577,691.5452141999995,691.5452141999995,n,0.548834800007171,695.5361505999899,695.5361505999899,8,3.378,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,9,21,0,,,,,,,,4.3,695.5361505999899,699.8382842999999,699.8382679499904,0.3050331999984337,700.2824105999898,700.2824105999898,m,0.8080560000089463,705.9057163999969,705.9057163999969,15,4.752,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,10,22,6,,,,,,,,4.5,705.9057163999969,710.4093976000004,710.40946655,0.3047403999953531,710.8531284999917,710.8531284999917,n,0.49473310000030324,714.5185953999899,714.5185953999899,7,3.108,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,11,23,4,,,,,,,,4.2,714.5185953999899,718.723270100003,718.7231718499955,0.3047713999985717,719.1669048999902,719.1669048999902,m,0.5966021999920486,723.0842160000029,723.0842160000029,16,3.267,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,0,24,10,,,,,,,,5,723.0842160000029,728.0848687999969,728.0849468499931,0.3050876000052085,728.5291605999955,728.5291605999955,n,0.4746498000022257,732.2556454000005,732.2556454000005,6,3.185,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,1,25,5,,,,,,,,3,732.2556454000005,735.2593055999896,735.2593009499964,0.30520350000006147,735.7035936000029,735.7035936000029,n,0.5210143000003882,739.8946327000012,739.8946327000012,8,3.609,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,2,26,6,,,,,,,,3.8,739.8946327000012,743.6978153999953,743.6979090499939,0.299154099993757,744.1362659000006,744.1362659000006,n,0.5003724000125658,750.2479361000005,750.2479361000005,6,5.552,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,3,27,3,,,,,,,,4.6,750.2479361000005,754.8523353999917,754.8523329500007,0.30486000000382774,755.2963469999959,755.2963469999959,m,0.5674945999926422,759.5631791999913,759.5631791999913,14,3.642,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,4,28,8,,,,,,,,4.5,759.5631791999913,764.0683407000033,764.0682752499982,0.305063899999368,764.51276279999,764.51276279999,n,0.5900542000017595,769.0386884000036,769.0386884000036,9,3.886,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,5,29,7,,,,,,,,3.2,769.0386884000036,772.2430426999927,772.2430182499942,0.3052421000029426,772.687170499994,772.687170499994,n,0.5198032000043895,775.9272028999985,775.9272028999985,6,2.656,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,6,30,9,,,,,,,,4.5,775.9272028999985,780.4321879999916,780.431927949989,0.3047012999886647,780.8829315000039,780.8829315000039,n,0.4591147000028286,786.0269261999929,786.0269261999929,7,4.61,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,7,31,1,,,,,,,,3.4,786.0269261999929,789.4258964000037,789.426013549992,0.30028119999042246,789.8704218999919,789.8704218999919,m,0.5360029000003124,793.7921967000002,793.7921967000002,14,3.316,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,8,32,4,,,,,,,,4.5,793.7921967000002,798.2947875999962,798.2948321499993,0.30487120000179857,798.7389169999951,798.7389169999951,m,0.5381342999899061,804.2090136999905,804.2090136999905,11,4.879,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,9,33,2,,,,,,,,4.9,804.2090136999905,809.109020799995,809.1089820499895,0.30004010000266135,809.5540391999966,809.5540391999966,m,1.1144611999916378,814.5010317999986,814.5010317999986,12,3.775,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,10,34,0,,,,,,,,4.8,814.5010317999986,819.3041941999982,819.3042853499923,0.30512520000047516,819.7483972999908,819.7483972999908,m,0.6123670999950264,822.6653081999975,822.6653081999975,15,2.246,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,11,35,11,,,,,,,,3.5,822.6653081999975,826.1661822000024,826.1664421500012,0.3049185999989277,826.6104167000012,826.6104167000012,m,0.5078259000001708,831.0890728999948,831.0890728999948,18,3.902,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,0,36,9,,,,,,,,4.1,831.0890728999948,835.188172299997,835.1881381499974,0.3052829000080237,835.6325584000006,835.6325584000006,n,0.7392414000059944,840.7063024999952,840.7063024999952,10,4.267,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,1,37,5,,,,,,,,3.9,840.7063024999952,844.6059811000014,844.6060338499941,0.30576779998955317,845.0535798999917,845.0535798999917,n,0.595943599997554,849.2221980000031,849.2221980000031,7,3.516,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,2,38,7,,,,,,,,3.8,849.2221980000031,853.0242600999918,853.0258038500018,0.3031294000102207,853.4680475999921,853.4680475999921,n,0.597263000003295,859.5784444000019,859.5784444000019,6,5.46,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,3,39,0,,,,,,,,4.8,859.5784444000019,864.3792341999942,864.3792191499946,0.3051430000050459,864.8233283000009,864.8233283000009,m,1.1206674999993993,868.8464104000013,868.8464104000013,17,2.845,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,4,40,4,,,,,,,,3.2,868.8464104000013,872.0469143999944,872.046753749992,0.30522280000150204,872.4945449999941,872.4945449999941,m,0.5722051999910036,875.508359200001,875.508359200001,14,2.393,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,5,41,3,,,,,,,,4.3,875.508359200001,879.811641799999,879.811621949992,0.3054837999952724,880.2587957999931,880.2587957999931,m,0.5662118000036571,883.0515116000024,883.0515116000024,17,2.177,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,6,42,11,,,,,,,,3.1,883.0515116000024,886.1531090999924,886.154886549992,0.3032011000032071,886.5969341000018,886.5969341000018,m,0.6077197999984492,890.7528390999942,890.7528390999942,15,3.482,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,7,43,1,,,,,,,,3.3,890.7528390999942,894.0563525000034,894.0564657499912,0.3050714999990305,894.5006173000002,894.5006173000002,m,0.5069954000064172,898.0078444999963,898.0078444999963,18,2.939,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,8,44,6,,,,,,,,5,898.0078444999963,903.0087790999969,903.0088104500013,0.30537300001014955,903.4602638999932,903.4602638999932,n,1.0713072999933502,908.8734824999992,908.8734824999992,8,4.288,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,9,45,10,,,,,,,,3.5,908.8734824999992,912.3780232999998,912.3779826499944,0.305107100008172,912.8222552999941,912.8222552999941,n,0.6139440999977523,918.0150933999976,918.0150933999976,7,4.517,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,10,46,8,,,,,,,,3,918.0150933999976,921.0180376999924,921.0179895500027,0.29908919999434147,921.4561153999966,921.4561153999966,n,0.6278146999975434,925.172310599999,925.172310599999,5,3.031,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,11,47,2,,,,,,,,3,925.172310599999,928.1716313999932,928.1716028499926,0.30537750000075903,928.6179027999897,928.6179027999897,m,0.6781921000074362,931.5000750999898,931.5000750999898,16,2.141,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,0,0,0,,,,,,,,3.2,931.5000750999898,934.7001388999925,934.7002020499916,0.30544799999915995,935.1471951999993,935.1471951999993,n,0.7792029999982333,941.1358280999993,941.1358280999993,6,5.156,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,1,1,3,,,,,,,,5,941.1358280999993,946.1390170999948,946.139046249997,0.3050406000111252,946.5833772999904,946.5833772999904,m,0.6363713000027929,950.7075253999938,950.7075253999938,16,3.428,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,2,2,1,,,,,,,,4.8,950.7075253999938,955.5084109000018,955.5083552499985,0.30507119999674615,955.9528666999977,955.9528666999977,m,0.6835167999961413,958.6182611999975,958.6182611999975,17,1.92,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,3,3,2,,,,,,,,4.6,958.6182611999975,963.2178129999957,963.2177721500033,0.3054832999914652,963.6644109999907,963.6644109999907,n,0.5688700000027893,968.860405799991,968.860405799991,5,4.558,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,0,4,1,,,,,,,,3.5,968.860405799991,972.3645754000026,972.3645912499909,0.30485739999858197,972.8086817000003,972.8086817000003,m,0.6747723000007682,976.8358415999974,976.8358415999974,14,3.28,,,sub-025,20,60,700,bloc_loop.csv,2023-06-14_12h17.40.202,PainUncertainty,2022.2.5,142.9790835826881,
